epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,1790.75,0.53243,0.31336,0.80732,0.98694,0.98257,0.9894,0.85842,0.5064,0.30167,0.78626,0.000538438,0.000538438,0.000538438
117,1806.45,0.51641,0.3056,0.80349,0.98694,0.98794,0.98953,0.85926,0.4572,0.27712,0.78382,0.00053225,0.00053225,0.00053225
118,1821.7,0.50816,0.30023,0.80528,0.98659,0.98743,0.98953,0.86271,0.44493,0.29576,0.78279,0.000526063,0.000526063,0.000526063
119,1837.97,0.51545,0.30227,0.80101,0.98544,0.98257,0.9894,0.85472,0.44819,0.28791,0.78354,0.000519875,0.000519875,0.000519875
120,1852.65,0.50707,0.29677,0.80093,0.98733,0.98928,0.98961,0.85742,0.46064,0.27869,0.78249,0.000513688,0.000513688,0.000513688
121,1868.22,0.50878,0.29993,0.80544,0.98789,0.9851,0.98945,0.86581,0.43172,0.28223,0.78211,0.0005075,0.0005075,0.0005075
122,1884.36,0.50539,0.29896,0.80064,0.98904,0.98457,0.98943,0.8586,0.44227,0.28752,0.78268,0.000501313,0.000501313,0.000501313
123,1899.9,0.50846,0.29934,0.80256,0.98937,0.9867,0.98966,0.86635,0.44407,0.28856,0.78297,0.000495125,0.000495125,0.000495125
124,1914.7,0.50417,0.29942,0.80829,0.99729,0.97329,0.9892,0.85444,0.45195,0.28796,0.78174,0.000488938,0.000488938,0.000488938
125,1930.32,0.50367,0.29519,0.80379,0.98991,0.9863,0.98944,0.85417,0.44559,0.28608,0.78168,0.00048275,0.00048275,0.00048275
126,1946.11,0.50754,0.29739,0.80233,0.9944,0.97277,0.98935,0.86229,0.42933,0.2808,0.78115,0.000476562,0.000476562,0.000476562
127,1961.46,0.50172,0.2963,0.80234,0.99412,0.97855,0.98911,0.87234,0.42555,0.28628,0.78074,0.000470375,0.000470375,0.000470375
128,1976.75,0.50227,0.29641,0.80249,0.98506,0.98928,0.98965,0.87181,0.4321,0.27542,0.78025,0.000464188,0.000464188,0.000464188
129,1992.67,0.48835,0.29197,0.80008,0.9885,0.98721,0.98958,0.86326,0.41584,0.27139,0.7799,0.000458,0.000458,0.000458
130,2008.53,0.48391,0.2874,0.79532,0.98871,0.98456,0.9894,0.86809,0.42244,0.27703,0.77947,0.000451813,0.000451813,0.000451813
131,2024.62,0.49561,0.29324,0.8036,0.98935,0.98243,0.98927,0.8678,0.45156,0.2847,0.78231,0.000445625,0.000445625,0.000445625
132,2039.57,0.49716,0.29485,0.80145,0.99199,0.98512,0.98963,0.8686,0.48008,0.29562,0.78312,0.000439437,0.000439437,0.000439437
133,2055.49,0.48799,0.29362,0.8026,0.9919,0.99062,0.98982,0.86459,0.45275,0.28252,0.78163,0.00043325,0.00043325,0.00043325
134,2070.95,0.49445,0.29217,0.79745,0.99128,0.97989,0.98942,0.86266,0.45587,0.27958,0.78324,0.000427062,0.000427062,0.000427062
135,2087.09,0.4967,0.2924,0.80298,0.98991,0.98571,0.98962,0.85942,0.45134,0.28606,0.78025,0.000420875,0.000420875,0.000420875
136,2102.06,0.49795,0.29077,0.80187,0.98812,0.98525,0.98951,0.86812,0.43236,0.26456,0.77992,0.000414688,0.000414688,0.000414688
137,2117.32,0.49308,0.28616,0.80299,0.98664,0.98794,0.98967,0.87489,0.41508,0.25882,0.77854,0.0004085,0.0004085,0.0004085
138,2132.5,0.4803,0.28552,0.80187,0.99378,0.97587,0.98955,0.8722,0.43232,0.26948,0.78017,0.000402312,0.000402312,0.000402312
139,2147.47,0.48636,0.28623,0.79872,0.98666,0.98589,0.98961,0.86827,0.42751,0.26247,0.78044,0.000396125,0.000396125,0.000396125
140,2162.5,0.47828,0.28165,0.80129,0.99166,0.97453,0.9892,0.86027,0.43323,0.26559,0.77851,0.000389938,0.000389938,0.000389938
141,2177.55,0.4773,0.28563,0.80244,0.98881,0.98928,0.98949,0.87437,0.41038,0.26208,0.77849,0.00038375,0.00038375,0.00038375
142,2192.92,0.46504,0.27863,0.80048,0.98031,0.99257,0.98958,0.87218,0.40758,0.26347,0.77725,0.000377563,0.000377563,0.000377563
143,2208.29,0.47873,0.28603,0.79582,0.99314,0.97989,0.98959,0.87349,0.40865,0.26509,0.77754,0.000371375,0.000371375,0.000371375
144,2224.13,0.48101,0.28652,0.79635,0.991,0.99196,0.98981,0.87029,0.46247,0.26869,0.78059,0.000365188,0.000365188,0.000365188
145,2238.58,0.48131,0.28668,0.7997,0.99021,0.989,0.98943,0.87103,0.42803,0.26302,0.77844,0.000359,0.000359,0.000359
146,2253.55,0.48117,0.28269,0.79831,0.98748,0.98928,0.98965,0.86959,0.45174,0.27603,0.77792,0.000352812,0.000352812,0.000352812
147,2269.33,0.47237,0.28119,0.80044,0.98947,0.98653,0.98959,0.87536,0.45036,0.27411,0.77818,0.000346625,0.000346625,0.000346625
148,2284.29,0.46712,0.275,0.79492,0.99549,0.97319,0.98874,0.87342,0.41535,0.26374,0.77512,0.000340438,0.000340438,0.000340438
149,2299.7,0.46658,0.27749,0.79587,0.98633,0.99027,0.98965,0.88075,0.40414,0.2634,0.77567,0.00033425,0.00033425,0.00033425
150,2315.63,0.46873,0.27875,0.79827,0.98671,0.99196,0.98971,0.87986,0.39918,0.25769,0.77564,0.000328063,0.000328063,0.000328063
151,2331.11,0.4678,0.2757,0.79604,0.98957,0.9866,0.98968,0.87598,0.39735,0.25496,0.77511,0.000321875,0.000321875,0.000321875
152,2346.3,0.46434,0.27513,0.79241,0.98835,0.98791,0.98972,0.87933,0.40402,0.26119,0.77491,0.000315687,0.000315687,0.000315687
153,2362.13,0.46134,0.27742,0.79696,0.98685,0.98913,0.98961,0.87702,0.4119,0.25912,0.77488,0.0003095,0.0003095,0.0003095
154,2376.74,0.45928,0.27342,0.79788,0.99075,0.9866,0.9894,0.8718,0.41778,0.26789,0.77665,0.000303313,0.000303313,0.000303313
155,2391.93,0.46081,0.2749,0.79941,0.99199,0.98495,0.98948,0.87042,0.41003,0.26217,0.77561,0.000297125,0.000297125,0.000297125
156,2406.73,0.46262,0.27582,0.80057,0.99244,0.9866,0.9896,0.87086,0.41651,0.26062,0.77682,0.000290937,0.000290937,0.000290937
157,2423.86,0.45309,0.2715,0.79519,0.99062,0.98484,0.98971,0.87957,0.42503,0.25856,0.77613,0.00028475,0.00028475,0.00028475
158,2438.6,0.45939,0.27018,0.79206,0.99389,0.9866,0.98979,0.87753,0.39372,0.25178,0.77588,0.000278562,0.000278562,0.000278562
159,2454.62,0.45646,0.27031,0.79794,0.99367,0.9866,0.98977,0.87754,0.39794,0.25193,0.77704,0.000272375,0.000272375,0.000272375
160,2470.08,0.45621,0.27111,0.79777,0.99324,0.98391,0.98962,0.87756,0.42554,0.25812,0.77759,0.000266187,0.000266187,0.000266187
161,2485.93,0.45683,0.26957,0.79573,0.9919,0.98832,0.98974,0.88022,0.41883,0.25777,0.77722,0.00026,0.00026,0.00026
162,2501.25,0.45453,0.27108,0.7942,0.99158,0.98467,0.98947,0.87645,0.40935,0.25438,0.77667,0.000253812,0.000253812,0.000253812
163,2518.3,0.45989,0.27059,0.79497,0.99255,0.98794,0.98979,0.88079,0.39691,0.25369,0.77545,0.000247625,0.000247625,0.000247625
164,2533.22,0.44552,0.26407,0.79637,0.98918,0.99062,0.98979,0.88835,0.39129,0.25058,0.77429,0.000241438,0.000241438,0.000241438
165,2549.04,0.44506,0.26427,0.79648,0.98845,0.98794,0.98964,0.87814,0.39586,0.2544,0.7748,0.00023525,0.00023525,0.00023525
166,2564.45,0.44982,0.26989,0.79667,0.98978,0.98752,0.98963,0.88075,0.40684,0.25954,0.77384,0.000229063,0.000229063,0.000229063
167,2580.05,0.45822,0.26764,0.79944,0.99089,0.98749,0.9897,0.88568,0.38648,0.25468,0.77295,0.000222875,0.000222875,0.000222875
168,2595.26,0.44724,0.26404,0.79227,0.99105,0.98634,0.98966,0.88225,0.38201,0.24679,0.77399,0.000216688,0.000216688,0.000216688
169,2611.44,0.43763,0.26082,0.79593,0.99112,0.99056,0.98977,0.87818,0.39246,0.24411,0.77532,0.0002105,0.0002105,0.0002105
170,2626.26,0.43881,0.26379,0.79475,0.99226,0.99062,0.98984,0.88025,0.39352,0.25401,0.77496,0.000204313,0.000204313,0.000204313
171,2642.36,0.44478,0.26407,0.79095,0.98885,0.99048,0.98974,0.87858,0.40927,0.25451,0.77599,0.000198125,0.000198125,0.000198125
172,2658.22,0.43287,0.25708,0.79474,0.99146,0.98391,0.98969,0.87851,0.41281,0.25263,0.7761,0.000191938,0.000191938,0.000191938
173,2673.56,0.4315,0.25508,0.79246,0.9913,0.98746,0.98973,0.88192,0.39277,0.25342,0.77493,0.00018575,0.00018575,0.00018575
174,2689.18,0.4349,0.25834,0.7938,0.99422,0.9902,0.98988,0.8844,0.4099,0.25968,0.77621,0.000179563,0.000179563,0.000179563
175,2704.84,0.4471,0.26591,0.791,0.99192,0.9914,0.98981,0.8864,0.39925,0.26196,0.77546,0.000173375,0.000173375,0.000173375
176,2721.29,0.44097,0.26391,0.79734,0.99028,0.98928,0.98964,0.88306,0.41227,0.25294,0.77496,0.000167188,0.000167188,0.000167188
177,2738.17,0.43203,0.25927,0.79032,0.98948,0.99085,0.9897,0.88655,0.40213,0.24901,0.77365,0.000161,0.000161,0.000161
