epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2821.8,0.5085,0.30468,0.81931,0.98968,0.98696,0.9893,0.85899,0.44713,0.27883,0.78826,0.000142437,0.000142437,0.000142437
181,2837.03,0.50645,0.30645,0.81479,0.98842,0.98525,0.9897,0.8621,0.44019,0.27594,0.78808,0.00013625,0.00013625,0.00013625
182,2853.03,0.49624,0.2996,0.81019,0.98783,0.9866,0.98925,0.85985,0.42802,0.27307,0.78554,0.000130062,0.000130062,0.000130062
183,2869.49,0.51192,0.30414,0.81143,0.98702,0.98688,0.98956,0.86205,0.44119,0.27714,0.78669,0.000123875,0.000123875,0.000123875
184,2885.03,0.50239,0.30301,0.8117,0.98023,0.98551,0.9846,0.85663,0.44003,0.27701,0.78789,0.000117687,0.000117687,0.000117687
185,2900.63,0.49608,0.29928,0.816,0.98749,0.98391,0.98937,0.85933,0.43596,0.2784,0.78688,0.0001115,0.0001115,0.0001115
186,2916.14,0.50389,0.30195,0.81284,0.98775,0.98794,0.98952,0.86352,0.43339,0.27044,0.78629,0.000105312,0.000105312,0.000105312
187,2931.43,0.50576,0.30218,0.81231,0.98977,0.98928,0.98974,0.86032,0.45716,0.27405,0.78702,9.9125e-05,9.9125e-05,9.9125e-05
188,2946.47,0.49815,0.29684,0.81419,0.99068,0.98794,0.9897,0.86443,0.45074,0.27864,0.78602,9.29375e-05,9.29375e-05,9.29375e-05
189,2962.49,0.49135,0.29788,0.81219,0.9869,0.98568,0.98943,0.86156,0.42672,0.27721,0.78542,8.675e-05,8.675e-05,8.675e-05
190,2978.41,0.48585,0.2941,0.81103,0.98618,0.98901,0.98966,0.86009,0.42748,0.27423,0.78606,8.05625e-05,8.05625e-05,8.05625e-05
191,2997.34,0.50601,0.30133,0.80677,0.99221,0.97453,0.98461,0.84529,0.47155,0.28453,0.78945,7.4375e-05,7.4375e-05,7.4375e-05
192,3012.32,0.49198,0.29405,0.80962,0.98831,0.9866,0.98948,0.85387,0.46182,0.28926,0.78851,6.81875e-05,6.81875e-05,6.81875e-05
193,3026.52,0.47444,0.28697,0.80085,0.98829,0.98573,0.98956,0.85485,0.4559,0.28103,0.78829,6.2e-05,6.2e-05,6.2e-05
194,3041.26,0.4737,0.28659,0.80221,0.98892,0.9866,0.98962,0.85976,0.44394,0.2824,0.78614,5.58125e-05,5.58125e-05,5.58125e-05
195,3056.44,0.46395,0.2779,0.79406,0.98924,0.98513,0.98962,0.8605,0.44557,0.28048,0.78657,4.9625e-05,4.9625e-05,4.9625e-05
196,3072.19,0.46888,0.2802,0.80043,0.9905,0.98617,0.9897,0.8606,0.44537,0.28247,0.7864,4.34375e-05,4.34375e-05,4.34375e-05
197,3085.91,0.46527,0.28108,0.8031,0.98799,0.98415,0.98909,0.8611,0.43487,0.27794,0.78547,3.725e-05,3.725e-05,3.725e-05
198,3100.88,0.46157,0.27704,0.79775,0.99046,0.98794,0.9897,0.86144,0.43788,0.27937,0.78601,3.10625e-05,3.10625e-05,3.10625e-05
199,3115.33,0.46318,0.27957,0.80331,0.98929,0.9866,0.98917,0.86168,0.43436,0.27629,0.78579,2.4875e-05,2.4875e-05,2.4875e-05
200,3130.42,0.45174,0.27347,0.79769,0.99012,0.98873,0.98974,0.86079,0.43683,0.27763,0.78571,1.86875e-05,1.86875e-05,1.86875e-05
